,features,labels
1504,[0.23116804 0.23116804 0.23116804 ... 0.06186601 0.08287637 0.12046783],Keratosis
1505,[0.23841616 0.04434328 0.07044208 ... 0.10464912 0.05338471 0.01462638],Keratosis
1506,[0.33009533 0.         0.00402359 ... 0.00963235 0.00152301 0.01295901],Keratosis
1507,[0.24894011 0.14231609 0.06397876 ... 0.11658054 0.27563981 0.28254983],Keratosis
1508,[0.23047014 0.1336229  0.23047014 ... 0.14790317 0.12173509 0.11575301],Keratosis
1509,[0.3001721  0.098016   0.0617769  ... 0.0421815  0.06424766 0.09490343],Keratosis
1510,[0. 0. 0. ... 0. 0. 0.],Keratosis
1511,[0.2317121  0.09628334 0.2317121  ... 0.06252068 0.14481134 0.10740277],Keratosis
1512,[0.34406119 0.0963928  0.03653486 ... 0.03136594 0.         0.        ],Keratosis
1513,[0.17869019 0.063942   0.10973484 ... 0.02116929 0.04539069 0.29102398],Keratosis
1514,[0.23031897 0.08828201 0.04734467 ... 0.00465142 0.02270478 0.0223854 ],Keratosis
1515,[0.30130875 0.07560091 0.02812418 ... 0.02328523 0.01607461 0.0230137 ],Keratosis
1516,[0.16185857 0.06265059 0.09187278 ... 0.         0.         0.        ],Keratosis
1517,[0.24394958 0.24394958 0.17251869 ... 0.03067644 0.04832142 0.06070704],Keratosis
1518,[0.28462636 0.2736806  0.16275351 ... 0.03615726 0.05762226 0.1415514 ],Keratosis
1519,[0.25818755 0.21716983 0.25818755 ... 0.21979649 0.17371082 0.16997135],Keratosis
1520,[0.25232056 0.06162316 0.08454411 ... 0.24562063 0.24562063 0.10822444],Keratosis
1521,[0.25262335 0.2516685  0.25262335 ... 0.00357348 0.         0.        ],Keratosis
1522,[0.26250261 0.15478274 0.15162725 ... 0.11855644 0.26498575 0.26002241],Keratosis
1523,[0.27121102 0.18015119 0.07254694 ... 0.02859387 0.03499614 0.07950641],Keratosis
1524,[0.15271463 0.06290279 0.22312539 ... 0.13819118 0.21052146 0.10248373],Keratosis
1525,[0. 0. 0. ... 0. 0. 0.],Keratosis
1526,[0.22963642 0.14886093 0.12848043 ... 0.06566239 0.11647792 0.10264392],Keratosis
1527,[0. 0. 0. ... 0. 0. 0.],Keratosis
1528,[0. 0. 0. ... 0. 0. 0.],Keratosis
1529,[0.16483607 0.07902206 0.11147146 ... 0.10443775 0.03285864 0.02283382],Keratosis
1530,[0.17780958 0.18431879 0.10498381 ... 0.10511017 0.0629994  0.10592363],Keratosis
1531,[0.17773607 0.0717881  0.18606505 ... 0.22237489 0.09360039 0.12092387],Keratosis
1532,[0.1395434  0.07899551 0.07930814 ... 0.15778847 0.20388028 0.04307256],Keratosis
1533,[0.11781326 0.04604956 0.13154    ... 0.         0.         0.        ],Keratosis
1534,[0.26608319 0.1915092  0.13540249 ... 0.03942892 0.09188019 0.08565655],Keratosis
1535,[0.23686751 0.23686751 0.14763016 ... 0.19266799 0.24374215 0.18248164],Keratosis
1536,[0.08434676 0.0048694  0.01847809 ... 0.09343152 0.18255399 0.40715477],Keratosis
1537,[0.30422337 0.17679301 0.1952047  ... 0.01859193 0.03372144 0.2573714 ],Keratosis
1538,[0.10183801 0.02918513 0.22798879 ... 0.         0.         0.        ],Keratosis
1539,[0.24466341 0.24466341 0.11156985 ... 0.12289885 0.14966401 0.11889668],Keratosis
1540,[0.26305569 0.05917506 0.20584075 ... 0.17288181 0.0747078  0.06791356],Keratosis
1541,[0.2516563  0.06840349 0.07391728 ... 0.09240169 0.08672833 0.14372581],Keratosis
1542,[0.22169537 0.13783905 0.21031961 ... 0.05767285 0.14068665 0.11883152],Keratosis
1543,[0.28636062 0.05371862 0.03289696 ... 0.11746158 0.10323964 0.04291848],Keratosis
1544,[0.22778001 0.20206085 0.22778001 ... 0.22226698 0.18152476 0.11758323],Keratosis
1545,[0.30381246 0.28499633 0.30125797 ... 0.10633459 0.18111244 0.13345839],Keratosis
1546,[0.25262975 0.07410813 0.04230028 ... 0.09367269 0.15213252 0.16602729],Keratosis
1547,[0.13411848 0.00749745 0.02370902 ... 0.31147241 0.31147241 0.07398881],Keratosis
1548,[0.16954817 0.10399312 0.10199582 ... 0.00999061 0.01998347 0.2797298 ],Keratosis
1549,[0.21248362 0.10727939 0.03978244 ... 0.10033349 0.10449391 0.08175377],Keratosis
1550,[0.22332151 0.22332151 0.22332151 ... 0.02867902 0.10044159 0.0383456 ],Keratosis
1551,[0.24559973 0.05837363 0.15819859 ... 0.07017143 0.04750147 0.01720596],Keratosis
1552,[0.24230151 0.08208455 0.10948816 ... 0.13158493 0.18231976 0.11308903],Keratosis
1553,[0.21689636 0.19955443 0.14440149 ... 0.13951357 0.14785845 0.25862434],Keratosis
1554,[0.26039888 0.06653323 0.1495058  ... 0.11127589 0.15060198 0.18580661],Keratosis
1555,[0.30867028 0.09837231 0.07981454 ... 0.07213367 0.02648233 0.10121235],Keratosis
1556,[0.18335345 0.23155195 0.23155195 ... 0.19615481 0.11258609 0.18011527],Keratosis
1557,[0.22453184 0.22453184 0.03437402 ... 0.0778821  0.14466503 0.13301679],Keratosis
1558,[0.23407582 0.23407582 0.1483242  ... 0.05015303 0.03632283 0.01712275],Keratosis
1559,[0.17747172 0.04883034 0.03249346 ... 0.04810661 0.0845269  0.27541956],Keratosis
1560,[0.235174   0.0777249  0.02516257 ... 0.00689637 0.01270426 0.03229197],Keratosis
1561,[0.24117561 0.24043226 0.08722767 ... 0.11414828 0.18131743 0.24404405],Keratosis
1562,[0. 0. 0. ... 0. 0. 0.],Keratosis
1563,[0.127445   0.1191233  0.122969   ... 0.06474512 0.10237103 0.02412909],Keratosis
1564,[0.24009614 0.15703651 0.18294422 ... 0.13066173 0.16909858 0.02786136],Keratosis
1565,[0.24860006 0.24860006 0.21202688 ... 0.0158399  0.12898008 0.1558134 ],Keratosis
1566,[0.24631194 0.24631194 0.24631194 ... 0.11347496 0.09285989 0.11964611],Keratosis
1567,[0.11262984 0.42550034 0.32959617 ... 0.03660533 0.02893906 0.        ],Keratosis
1568,[0.25981332 0.24063335 0.14325152 ... 0.10598333 0.25480121 0.25480121],Keratosis
1569,[0.26768659 0.26768659 0.16776061 ... 0.0441013  0.05896981 0.06027753],Keratosis
1570,[0.21882102 0.11760264 0.16991588 ... 0.21426534 0.06164718 0.03970911],Keratosis
1571,[0.24444376 0.26465637 0.26465637 ... 0.17695451 0.16162542 0.11006079],Keratosis
1572,[0.220222   0.10432276 0.11618641 ... 0.07241025 0.13314251 0.17872051],Keratosis
1573,[0.2275075  0.12681064 0.13481534 ... 0.13759001 0.12416043 0.16083896],Keratosis
1574,[0.2325331  0.08268695 0.03965495 ... 0.02306462 0.02735128 0.08818945],Keratosis
1575,[0.         0.         0.         ... 0.19823662 0.24433175 0.24433175],Keratosis
1576,[0.19360102 0.07453175 0.0558715  ... 0.06117044 0.11470594 0.01410857],Keratosis
1577,[0.22553166 0.15709526 0.11350035 ... 0.         0.         0.        ],Keratosis
1578,[0.236373   0.1249229  0.236373   ... 0.03468116 0.05777691 0.03803352],Keratosis
1579,[0.39911225 0.         0.01223887 ... 0.08067118 0.11843133 0.03385027],Keratosis
1580,[0.36548492 0.05557582 0.04513778 ... 0.13869367 0.09874774 0.18866488],Keratosis
1581,[0.23853965 0.1486057  0.15151899 ... 0.08253793 0.17098495 0.16576754],Keratosis
1582,[0.25465118 0.25465118 0.24168648 ... 0.10202783 0.08851431 0.07461513],Keratosis
1583,[0.18285463 0.13360773 0.17404567 ... 0.0475678  0.01880282 0.        ],Keratosis
1584,[0.02752987 0.         0.00645065 ... 0.12040206 0.09103731 0.25457712],Keratosis
1585,[0.23386825 0.14707004 0.23386825 ... 0.07971491 0.24220143 0.24937294],Keratosis
1586,[0.31157604 0.16930439 0.08346911 ... 0.24211646 0.25619263 0.25619263],Keratosis
1587,[0.23672057 0.10672263 0.23672057 ... 0.14742069 0.1212399  0.2601459 ],Keratosis
1588,[0.23190002 0.05724708 0.08568849 ... 0.08468534 0.17726234 0.21821616],Keratosis
1589,[0.02711513 0.         0.         ... 0.         0.         0.01085578],Keratosis
1590,[0.25946661 0.19631768 0.22678164 ... 0.01106624 0.0040305  0.39212709],Keratosis
1591,[0.02332774 0.         0.31145765 ... 0.13203247 0.09403409 0.19707074],Keratosis
1592,[0.24153838 0.17320919 0.12302218 ... 0.11349822 0.21816741 0.14532151],Keratosis
1593,[0.1051419  0.29758392 0.31225019 ... 0.09090392 0.07768175 0.02326998],Keratosis
1594,[0.22253935 0.11963933 0.16913904 ... 0.0809192  0.2315421  0.17489642],Keratosis
1595,[0.2426687  0.10894594 0.12919534 ... 0.16329002 0.13351224 0.11828081],Keratosis
1596,[0.25661701 0.10823661 0.09555658 ... 0.06154485 0.08063731 0.12100049],Milia
1597,[0.19923248 0.10534535 0.09106167 ... 0.18616829 0.08084179 0.08242697],Milia
1598,[0.19025072 0.07594813 0.1352006  ... 0.12811837 0.21528419 0.1323684 ],Milia
1599,[0.24605835 0.1724714  0.24605835 ... 0.04926602 0.04124681 0.26231919],Milia
1600,[0.23983246 0.07500286 0.05223148 ... 0.17816757 0.05882922 0.13668021],Milia
1601,[0.08312802 0.01256365 0.01066061 ... 0.06286255 0.08143001 0.06759852],Milia
1602,[0.2688893  0.1971534  0.08853181 ... 0.19664129 0.1530241  0.0216077 ],Milia
1603,[0.16038622 0.10071454 0.03685939 ... 0.28948621 0.04596192 0.05945175],Milia
1604,[0.0830794  0.06636319 0.16402802 ... 0.00051791 0.00245665 0.0022276 ],Milia
1605,[0.58179853 0.0427636  0.02704607 ... 0.13491789 0.10038774 0.29711869],Milia
1606,[0.21319048 0.14595035 0.23071242 ... 0.22352867 0.13670126 0.1363718 ],Milia
1607,[0.19880943 0.23137821 0.14350281 ... 0.04351963 0.07334198 0.01812578],Milia
1608,[0.24890322 0.13743956 0.04786227 ... 0.19744029 0.09818839 0.10908022],Milia
1609,[0.17565811 0.01185004 0.05274195 ... 0.02263085 0.19877821 0.19661795],Milia
1610,[0.25893943 0.23106806 0.08085819 ... 0.01160783 0.0084299  0.04201458],Milia
1611,[0.20764316 0.08536043 0.0503053  ... 0.14945487 0.17740797 0.11736834],Milia
1612,[0.28986164 0.28986164 0.28336484 ... 0.13207179 0.20246287 0.20037229],Milia
1613,[0.24684472 0.11985144 0.06589916 ... 0.14834911 0.24032919 0.14056457],Milia
1614,[0.20852409 0.08176656 0.01928374 ... 0.09093238 0.01551569 0.01179374],Milia
1615,[0.26278144 0.08333904 0.08627638 ... 0.2225834  0.24038266 0.24191744],Milia
1616,[0.22200057 0.17295918 0.15913879 ... 0.06743078 0.139465   0.09012219],Milia
1617,[0.23892624 0.23892624 0.23892624 ... 0.09746379 0.0986705  0.04125778],Milia
1618,[0.23602592 0.19403775 0.17287509 ... 0.08745495 0.14050691 0.27744201],Milia
1619,[0.23479378 0.09224861 0.10186703 ... 0.19061467 0.15581994 0.21834132],Milia
1620,[0.06821214 0.03899242 0.028038   ... 0.01189072 0.02369161 0.00852041],Milia
1621,[0.31530529 0.13182826 0.10421939 ... 0.08455768 0.25568276 0.25094365],Milia
1622,[0.30951076 0.0132152  0.00835803 ... 0.23956027 0.14855469 0.12478927],Milia
1623,[0.25151252 0.16762945 0.25151252 ... 0.1696557  0.11542712 0.3045691 ],Milia
1624,[0.25172211 0.13022478 0.02648219 ... 0.12092085 0.13727419 0.01972876],Milia
1625,[0.18865406 0.03144508 0.12146294 ... 0.00552895 0.00133922 0.49506483],Milia
1626,[0.23386176 0.16983775 0.23386176 ... 0.0431177  0.05828907 0.26811745],Milia
1627,[0. 0. 0. ... 0. 0. 0.],Milia
1628,[0.34295147 0.14567656 0.06251339 ... 0.09753039 0.07495096 0.15860054],Milia
1629,[0.13359884 0.19894474 0.22768463 ... 0.04158156 0.03925049 0.07240407],Milia
1630,[0.27319056 0.10791717 0.170632   ... 0.05248873 0.18785567 0.17459783],Milia
1631,[0.13111451 0.01815612 0.04263671 ... 0.17244463 0.24129694 0.24991014],Milia
1632,[0. 0. 0. ... 0. 0. 0.],Milia
1633,[0.08863044 0.16496141 0.30885746 ... 0.11154364 0.09863239 0.20493965],Milia
1634,[0.16966257 0.107731   0.13279139 ... 0.04030626 0.01888234 0.        ],Milia
1635,[0.20629628 0.20580096 0.2124237  ... 0.11659751 0.12140337 0.05933806],Milia
1636,[0.23747376 0.09294324 0.10572105 ... 0.16862192 0.1478859  0.21812869],Milia
1637,[0.31236801 0.03021806 0.09555791 ... 0.14519195 0.2230251  0.11318245],Milia
1638,[0. 0. 0. ... 0. 0. 0.],Milia
1639,[0.29346487 0.20949727 0.29346487 ... 0.         0.0137255  0.02837408],Milia
1640,[0.14339033 0.19115831 0.04089509 ... 0.09709487 0.1644893  0.08421114],Milia
1641,[0.27501853 0.27501853 0.27501853 ... 0.2281642  0.17896898 0.1191796 ],Milia
1642,[0.24891895 0.10436091 0.06615042 ... 0.03463327 0.15904571 0.07044683],Milia
1643,[0. 0. 0. ... 0. 0. 0.],Milia
1644,[0.24382628 0.18027161 0.24382628 ... 0.05817593 0.02903402 0.01338402],Milia
1645,[0.23496477 0.03117109 0.02593144 ... 0.15403976 0.15837441 0.29760014],Milia
1646,[0.25711689 0.25158267 0.11251602 ... 0.23604582 0.03392921 0.        ],Milia
1647,[0.36384308 0.1841581  0.07553837 ... 0.         0.         0.01902048],Milia
1648,[0.28419632 0.25426411 0.02446016 ... 0.02340735 0.01850514 0.        ],Milia
1649,[0.21855692 0.14773398 0.13238631 ... 0.06458167 0.04966971 0.16839822],Milia
1650,[0. 0. 0. ... 0. 0. 0.],Milia
1651,[0.14421943 0.09261597 0.07292801 ... 0.10632232 0.20437018 0.07133253],Milia
1652,[0.33725677 0.33725677 0.2201058  ... 0.10921998 0.04934056 0.0697781 ],Milia
1653,[0.26234278 0.26234278 0.17603772 ... 0.04975037 0.17869026 0.24914645],Milia
1654,[0.02729287 0.         0.00871566 ... 0.02168619 0.         0.        ],Milia
1655,[0.23545479 0.1228717  0.06804631 ... 0.18818282 0.14784085 0.28370159],Milia
1656,[0.23174917 0.11954207 0.07609973 ... 0.10382861 0.10850296 0.15679666],Milia
1657,[0.23802994 0.12516841 0.18747926 ... 0.0360348  0.04400836 0.04859646],Milia
1658,[0.2117762  0.0955141  0.04102938 ... 0.08892775 0.15556988 0.08569805],Milia
1659,[0.23727029 0.12954943 0.23727029 ... 0.06978111 0.13074171 0.10478628],Milia
1660,[0.28301485 0.01897398 0.02781114 ... 0.12217165 0.07953237 0.12983022],Milia
1661,[0.25886301 0.25886301 0.07090354 ... 0.07766238 0.13552291 0.15991067],Milia
1662,[0.24936073 0.05383087 0.10297725 ... 0.23599837 0.17615644 0.12111424],Milia
1663,[0.22717443 0.15890626 0.18830846 ... 0.07491593 0.07129803 0.08862905],Milia
1664,[0.2542105  0.04054481 0.06946072 ... 0.04878649 0.13831998 0.09799967],Milia
1665,[0.43977803 0.08091417 0.02193198 ... 0.00573017 0.01460913 0.03347349],Milia
1666,[0.26013666 0.26013666 0.25418972 ... 0.01267452 0.00501004 0.04975674],Milia
1667,[0.23374105 0.14395189 0.1646588  ... 0.11787321 0.09862604 0.09181789],Milia
1668,[0.19866224 0.10184605 0.0397718  ... 0.08891949 0.04751502 0.12205141],Milia
1669,[0.46546391 0.25782944 0.00103914 ... 0.0010654  0.00168455 0.46071695],Milia
1670,[0. 0. 0. ... 0. 0. 0.],Milia
1671,[0.5095843  0.02957477 0.01090773 ... 0.07391878 0.06423525 0.38459922],Milia
1672,[0.00455583 0.         0.         ... 0.         0.         0.        ],Milia
1673,[0.21542064 0.06725843 0.16260664 ... 0.06762041 0.08381441 0.16624823],Milia
1674,[0.22889072 0.16149418 0.11077036 ... 0.03965448 0.15177682 0.18139056],Milia
1675,[0.24009084 0.08186911 0.10746867 ... 0.23452286 0.17130863 0.14609887],Milia
1676,[0.13386437 0.01631608 0.03796713 ... 0.07696785 0.08977997 0.23558011],Milia
1677,[0.19456663 0.12391178 0.17064774 ... 0.10017311 0.06599484 0.        ],Milia
1678,[0.47310849 0.00921471 0.01265121 ... 0.00617485 0.01573219 0.11383691],Milia
1679,[0.19119832 0.11227434 0.21988495 ... 0.09406956 0.03543203 0.03214106],Milia
1680,[0.22661966 0.149905   0.20922002 ... 0.12856495 0.10388645 0.10693754],Milia
1681,[0.24600177 0.09643899 0.09970813 ... 0.16736351 0.14783478 0.11252396],Milia
1682,[0.24323336 0.19296403 0.18818639 ... 0.15283158 0.21374237 0.12851247],Milia
1683,[0.1779662  0.05852754 0.14342932 ... 0.22346141 0.22425391 0.0610276 ],Milia
1684,[0.12145156 0.04973268 0.12791813 ... 0.10670112 0.06445779 0.04554567],Milia
1685,[0.2509645  0.17360887 0.07730973 ... 0.18410218 0.15288049 0.06368997],Milia
1686,[0.26864905 0.04295934 0.02716987 ... 0.10279072 0.11997958 0.01622481],Milia
1687,[0.17655526 0.         0.         ... 0.         0.         0.        ],Milia
1688,[0.17924553 0.07896167 0.1129082  ... 0.07227588 0.07789106 0.23369723],Milia
1689,[0.22572503 0.06094549 0.1124456  ... 0.19421584 0.2219091  0.12776837],Milia
1690,[0.22640999 0.17735374 0.14105996 ... 0.2421939  0.2421939  0.2421939 ],Milia
1691,[0. 0. 0. ... 0. 0. 0.],Milia
1692,[0.25616603 0.1146524  0.07931782 ... 0.15059403 0.0830207  0.06512208],Milia
1693,[0. 0. 0. ... 0. 0. 0.],Milia
1694,[0.42507554 0.11967649 0.         ... 0.10126819 0.17307389 0.20201871],Milia
1695,[0.24916576 0.04367725 0.21440697 ... 0.26023573 0.20920463 0.10110462],Milia
1696,[0.27722386 0.27722386 0.20639471 ... 0.04741367 0.07376438 0.07182608],Milia
1697,[0.25643555 0.00643802 0.00346033 ... 0.25611662 0.15004768 0.03031421],Milia
1698,[0.14634914 0.15472159 0.11568643 ... 0.19104489 0.03356317 0.        ],Milia
1699,[0.23661545 0.06373795 0.04031142 ... 0.13711178 0.20190913 0.15918654],Milia
1700,[0.23447735 0.05978944 0.02671416 ... 0.10160398 0.04939936 0.08493521],Milia
1701,[0. 0. 0. ... 0. 0. 0.],Milia
1702,[0.26591444 0.26591444 0.20694124 ... 0.09877659 0.15398939 0.04663205],Milia
1703,[0.09289388 0.10781709 0.25929138 ... 0.02821376 0.02754035 0.06656423],Milia
1704,[0. 0. 0. ... 0. 0. 0.],Milia
1705,[0.         0.         0.         ... 0.23615517 0.04978589 0.        ],Milia
1706,[0.24726291 0.05296062 0.08636463 ... 0.0986396  0.19242835 0.27120128],Milia
1707,[0.19809679 0.05268195 0.05965377 ... 0.00255479 0.0240319  0.49449601],Milia
1708,[0.21830376 0.10473005 0.02088083 ... 0.13339733 0.1733939  0.27798513],Milia
1709,[0.17070438 0.07659092 0.19542256 ... 0.11677815 0.23057318 0.23057318],Milia
1710,[0.23970574 0.03609336 0.11756766 ... 0.25775797 0.02180901 0.25775797],Milia
1711,[0.22717716 0.22717716 0.22717716 ... 0.22933523 0.13908566 0.22266169],Milia
1712,[0.19317488 0.23077376 0.23077376 ... 0.25599112 0.17304437 0.10354175],Milia
1713,[0.24391245 0.04990378 0.03094052 ... 0.07457464 0.07584739 0.01335976],Milia
1714,[0. 0. 0. ... 0. 0. 0.],Milia
1715,[0.29313732 0.05627196 0.03558951 ... 0.         0.         0.        ],Milia
1716,[0.22937607 0.18519607 0.10410904 ... 0.21862843 0.16767961 0.2091817 ],Milia
1717,[0. 0. 0. ... 0. 0. 0.],Milia
1718,[0.21268444 0.         0.12890622 ... 0.04154423 0.         0.        ],Milia
1719,[0.29429667 0.06760924 0.06413975 ... 0.05103972 0.1506872  0.26176038],Milia
1720,[0.23127641 0.03345679 0.04878604 ... 0.09739536 0.10902395 0.11831967],Milia
1721,[0.22500034 0.23916655 0.23434235 ... 0.11206499 0.21390407 0.2282713 ],Milia
1722,[0.29735115 0.         0.         ... 0.0605903  0.04152252 0.03182074],Milia
1723,[0.23375328 0.07503302 0.17464824 ... 0.10289564 0.16307662 0.23863709],Milia
1724,[0.27557674 0.14102846 0.05543698 ... 0.1110234  0.14003565 0.24741321],Milia
1725,[0.27737347 0.039952   0.02160161 ... 0.0264761  0.05581653 0.06153166],Milia
1726,[0.12956733 0.21167429 0.24336484 ... 0.04609989 0.03430759 0.        ],Milia
1727,[0.14106716 0.07197985 0.13445036 ... 0.09307757 0.07892289 0.07992424],Milia
1728,[0.22521217 0.05814205 0.14366078 ... 0.09656016 0.08004068 0.05969815],Milia
1729,[0. 0. 0. ... 0. 0. 0.],Milia
1730,[0.36206187 0.19110198 0.08311979 ... 0.         0.         0.04296934],Milia
1731,[0.27017145 0.25553    0.19346661 ... 0.22183479 0.26464485 0.14663319],Milia
1732,[0.25175073 0.08614054 0.15097693 ... 0.12991895 0.23883637 0.02365392],Milia
1733,[0.23140668 0.13779736 0.11202207 ... 0.0507326  0.16143354 0.20253303],Milia
1734,[0. 0. 0. ... 0. 0. 0.],Milia
1735,[0.26434544 0.12420215 0.26434544 ... 0.04858274 0.11810346 0.11858358],Milia
1736,[0.14756631 0.12455935 0.19434311 ... 0.0467516  0.08196678 0.08306003],Milia
1737,[0.21163827 0.07980208 0.19008664 ... 0.13969906 0.13773379 0.08404774],Milia
1738,[0.2384906  0.2384906  0.14347533 ... 0.06158443 0.15942789 0.05737054],Milia
1739,[0. 0. 0. ... 0. 0. 0.],Milia
1740,[0.44715235 0.3719409  0.13389688 ... 0.14620758 0.         0.        ],Milia
1741,[0.29995    0.         0.11720375 ... 0.19384561 0.06786153 0.        ],Milia
1742,[0.322078   0.         0.         ... 0.04467435 0.         0.        ],Milia
1743,[0.22193581 0.17256093 0.08565467 ... 0.04800999 0.12476307 0.11387322],Milia
1744,[0.22706678 0.17866345 0.18190724 ... 0.07253853 0.02979178 0.27830971],Milia
1745,[0.23131551 0.17609891 0.13738215 ... 0.24901305 0.24901305 0.24045151],Milia
1746,[0.24573324 0.24573324 0.24573324 ... 0.32564635 0.32564635 0.02225503],Milia
1747,[0.26283164 0.13948769 0.0841588  ... 0.15768877 0.12018045 0.13026024],Milia
1748,[0.12135228 0.03920983 0.04118833 ... 0.19939727 0.15163268 0.26210423],Milia
1749,[0.22057879 0.0592323  0.1042284  ... 0.14088354 0.15607825 0.22618588],Milia
1750,[0.24504917 0.13978278 0.16430978 ... 0.23660303 0.28162813 0.28162813],Milia
1751,[0.33698039 0.33698039 0.33698039 ... 0.05796786 0.14909192 0.23787848],Milia
1752,[0.2206759  0.13483551 0.11235766 ... 0.049597   0.08607251 0.1207524 ],Milia
1753,[0.21982992 0.12437292 0.22554552 ... 0.08170253 0.16192179 0.04675446],Milia
1754,[0.24554782 0.24554782 0.24554782 ... 0.12054267 0.05343231 0.10348227],Milia
1755,[0.57555033 0.02753    0.01916106 ... 0.0067054  0.06515132 0.42890933],Milia
1756,[0.25365936 0.02146711 0.05188597 ... 0.1900161  0.09508327 0.0632781 ],Milia
1757,[0. 0. 0. ... 0. 0. 0.],Milia
